# f	ASD
5.250350999999999869e-06	2.847076999999999858e-15
5.372683999999999804e-06	2.718900000000000063e-15
5.497867000000000059e-06	2.596494000000000180e-15
5.625967999999999970e-06	2.479599000000000082e-15
5.757053000000000088e-06	2.367966000000000029e-15
5.891192000000000227e-06	2.261358999999999912e-15
6.028456999999999836e-06	2.159550999999999975e-15
6.168920000000000053e-06	2.062326999999999876e-15
6.312656000000000196e-06	1.969479999999999809e-15
6.459740999999999822e-06	1.880813000000000138e-15
6.610252999999999813e-06	1.796137999999999999e-15
6.764271999999999837e-06	1.715275000000000050e-15
6.921878999999999800e-06	1.638052000000000097e-15
7.083158999999999720e-06	1.564305999999999904e-15
7.248196000000000220e-06	1.493880999999999948e-15
7.417079999999999974e-06	1.426624999999999984e-15
7.589898000000000324e-06	1.362397999999999976e-15
7.766741999999999575e-06	1.301061999999999920e-15
7.947706999999999290e-06	1.242487999999999966e-15
8.132888999999999578e-06	1.186549999999999924e-15
8.322385000000000787e-06	1.133130999999999953e-15
8.516297000000000228e-06	1.082117000000000067e-15
8.714725999999999205e-06	1.033399999999999989e-15
8.917779999999999853e-06	9.868754000000000143e-16
9.125563999999999353e-06	9.424456999999999463e-16
9.338190000000000797e-06	9.000164000000000360e-16
9.555773000000000370e-06	8.596515999999999841e-16
9.778423000000000686e-06	8.203796000000000039e-16
1.000625999999999998e-05	7.842099999999999772e-16
1.023940000000000059e-05	7.487290000000000224e-16
1.047798000000000060e-05	7.150519000000000062e-16
1.072211999999999993e-05	6.826616000000000407e-16
1.097194000000000019e-05	6.519609999999999654e-16
1.122759000000000002e-05	6.228491000000000179e-16
1.148918999999999935e-05	5.944377999999999540e-16
1.175689000000000019e-05	5.677198000000000196e-16
1.203081999999999978e-05	5.424234000000000253e-16
1.231113999999999916e-05	5.178527000000000301e-16
1.259798999999999964e-05	4.945223999999999595e-16
1.289153000000000056e-05	4.722684999999999550e-16
1.319189999999999985e-05	4.509175999999999771e-16
1.349926999999999925e-05	4.307188999999999769e-16
1.381379999999999978e-05	4.112540999999999786e-16
1.413565999999999978e-05	3.927504999999999810e-16
1.446502999999999998e-05	3.750363999999999837e-16
1.480206000000000071e-05	3.582160999999999932e-16
1.514695000000000073e-05	3.420309999999999760e-16
1.549986999999999836e-05	3.266847000000000071e-16
1.586102000000000082e-05	3.119744000000000153e-16
1.623057999999999868e-05	2.978757000000000057e-16
1.660875999999999986e-05	2.845108000000000161e-16
1.699574000000000001e-05	2.716874000000000077e-16
1.739173000000000026e-05	2.594650000000000164e-16
1.779695999999999977e-05	2.477797000000000098e-16
1.821162999999999897e-05	2.366199000000000054e-16
1.863597000000000040e-05	2.259826999999999831e-16
1.907018000000000111e-05	2.158126000000000006e-16
1.951451999999999896e-05	2.060940999999999887e-16
1.996920999999999917e-05	1.968118999999999904e-16
2.043449000000000160e-05	1.879505000000000107e-16
2.091061000000000002e-05	1.794901999999999973e-16
2.139782999999999906e-05	1.714096000000000066e-16
2.189639999999999927e-05	1.636954999999999992e-16
2.240658999999999921e-05	1.563259999999999985e-16
2.292866000000000012e-05	1.492897999999999927e-16
2.346289999999999858e-05	1.425681999999999961e-16
2.400957999999999993e-05	1.361489000000000044e-16
2.456900000000000143e-05	1.300158999999999893e-16
2.514147000000000105e-05	1.241635999999999977e-16
2.572726000000000074e-05	1.185754999999999928e-16
2.632671000000000056e-05	1.132354000000000068e-16
2.694012000000000118e-05	1.081372000000000042e-16
2.756781999999999858e-05	1.032693000000000025e-16
2.821014999999999959e-05	9.861999000000000243e-17
2.886745000000000091e-05	9.417897999999999528e-17
2.954005999999999920e-05	8.994034999999999921e-17
3.022833999999999932e-05	8.589040000000000328e-17
3.093267000000000076e-05	8.202403999999999946e-17
3.165339999999999750e-05	7.833079999999999923e-17
3.239092000000000327e-05	7.480423000000000521e-17
3.314562999999999863e-05	7.143697999999999719e-17
3.391791999999999729e-05	6.822040000000000409e-17
3.470821000000000155e-05	6.514956000000000141e-17
3.551690999999999941e-05	6.221652000000000119e-17
3.634445000000000064e-05	5.941520999999999926e-17
3.719128000000000283e-05	5.674041999999999687e-17
3.805783000000000218e-05	5.418603999999999706e-17
3.894458999999999909e-05	5.174658000000000218e-17
3.985199000000000331e-05	4.941687999999999832e-17
4.078054000000000309e-05	4.719209000000000201e-17
4.173072999999999881e-05	4.506742000000000051e-17
4.270305999999999836e-05	4.303854000000000303e-17
4.369803999999999675e-05	4.110084999999999959e-17
4.471620999999999788e-05	3.925046999999999850e-17
4.575808999999999747e-05	3.748345000000000218e-17
4.682425000000000150e-05	3.579588999999999789e-17
4.791526000000000243e-05	3.418435999999999919e-17
4.903168999999999946e-05	3.264533999999999889e-17
5.017411999999999930e-05	3.117569000000000147e-17
5.134317999999999857e-05	2.977206999999999815e-17
5.253947999999999930e-05	2.843175999999999792e-17
5.376364999999999812e-05	2.715171000000000141e-17
5.501633999999999984e-05	2.592931999999999909e-17
5.629821999999999713e-05	2.476198999999999993e-17
5.760996999999999689e-05	2.364719000000000028e-17
5.895227999999999997e-05	2.258255999999999981e-17
6.032587000000000252e-05	2.156588999999999888e-17
6.173146000000000069e-05	2.059497000000000097e-17
6.316980000000000631e-05	1.966776999999999869e-17
6.464165999999999868e-05	1.878231999999999852e-17
6.614781000000000458e-05	1.793672999999999870e-17
6.768905999999999935e-05	1.712919999999999973e-17
6.926620999999999831e-05	1.635804000000000082e-17
7.088011999999999384e-05	1.562158999999999886e-17
